"Experiment ID","No. Servers","No. Jobs","Job mean length","Statistical margin","Queue policy","Memory size","Distrbution factor","Load","LP Queue max length","LP Queue average length","LP Jobs average time in system","HP Queue max length","HP Queue average length","HP Jobs average time in system","HP-DROPPED_ON_FULL_QUEUE and LP-DROPPED_ON_FULL_QUEUE","HP-COMPLETED and LP-DROPPED_ON_SIBLING_COMPLETION","HP-COMPLETED and LP-DROPPED_ON_FULL_QUEUE","HP-DROPPED_ON_FULL_QUEUE and LP-COMPLETED","HP-DROPPED_ON_SIBLING_COMPLETION and LP-COMPLETED"
"0","2","100000","1.00000000","0.10000000","INFINITE","0","0.00000000","1.00000000","263","104.77691416","92.18368963","262","104.57155172","82.53301839","0","0.99722497","0","0","0.00277503"
"1","2","100000","1.00000000","0.10000000","INFINITE","0","0.00000000","1.00000000","263","82.32885257","153.19857994","262","82.10203199","140.44953272","0","0.99817498","0","0","0.00182502"
